key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,key_resp_22.keys,key_resp_22.rt,Colour1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,Catch,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.535,,,,,,,,,,,,,,,,,,,,,,,,,,,8,95,-44,1,0,0,response3disk,6,62,-13,12,1,0,0,rectangle,44,-115,1,0,0,4,4,1,1.586,1,-3,1,0,0,0,61,61,161,1,response3disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,3,1.051,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-23,-97,1,0,0,response5disk,3,63,-3,-12,1,0,0,rectangle,-3,-12,1,0,0,4,0,0,0.002,-3,-12,1,0,0,0,62,62,69,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,80,1,0,0,response1disk,8,64,13,2,1,0,0,rectangle,13,2,1,0,0,4,1,0,0.002,13,2,1,0,0,0,63,63,27,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,0.752,,,,,,,,,,,,,,,,,,,,,,,,,,,9,58,93,1,0,0,response1disk,7,65,17,1,1,0,0,rectangle,17,1,1,0,0,4,5,0,0.001,17,1,1,0,0,0,64,64,100,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,0.684,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,85,1,0,0,response1disk,4,66,12,1,1,0,0,rectangle,12,1,1,0,0,4,0,0,0.001,12,1,1,0,0,0,65,65,139,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,9,49,75,1,0,0,response1disk,4,67,17,4,1,0,0,rectangle,17,4,1,0,0,4,2,0,0.002,17,4,1,0,0,0,66,66,60,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,0,0.834,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-54,90,1,0,0,response7disk,1,68,-22,-6,1,0,0,rectangle,-22,-6,1,0,0,4,4,0,0.001,-22,-6,1,0,0,0,67,67,151,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,0,0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-46,102,1,0,0,response7disk,8,69,-11,-13,1,0,0,rectangle,-11,-13,1,0,0,4,2,0,0.002,-11,-13,1,0,0,0,68,68,153,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,7,124,-49,1,0,0,response3disk,5,70,-2,4,1,0,0,rectangle,-2,4,1,0,0,4,4,0,0.002,-2,4,1,0,0,0,69,69,92,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43,-72,1,0,0,response3disk,2,71,-22,-1,1,0,0,rectangle,-22,-1,1,0,0,4,1,0,0.002,-22,-1,1,0,0,0,70,70,93,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,0.834,,,,,,,,,,,,,,,,,,,,,,,,,,,3,79,-42,1,0,0,response3disk,6,72,13,-4,1,0,0,rectangle,13,-4,1,0,0,4,0,0,0.003,13,-4,1,0,0,0,71,71,47,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,0.985,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,102,1,0,0,response1disk,6,73,18,11,1,0,0,rectangle,18,11,1,0,0,4,1,0,0.001,18,11,1,0,0,0,72,72,144,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,9,57,84,1,0,0,response1disk,2,74,4,0,1,0,0,rectangle,4,0,1,0,0,4,1,0,0,4,0,1,0,0,0,73,73,157,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.919,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,74,1,0,0,response1disk,2,75,7,5,1,0,0,rectangle,7,5,1,0,0,4,2,0,0.001,7,5,1,0,0,0,74,74,13,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,0,1.068,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-33,104,1,0,0,response7disk,9,76,-3,-4,1,0,0,rectangle,-3,-4,1,0,0,4,5,0,0.002,-3,-4,1,0,0,0,75,75,106,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,6,1.502,,,,,,,,,,,,,,,,,,,,,,,,,,,6,100,40,1,0,0,response1disk,4,77,10,6,1,0,0,rectangle,10,6,1,0,0,4,4,0,0.001,10,6,1,0,0,0,76,76,33,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.289,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,75,1,0,0,response1disk,4,78,-2,7,1,0,0,rectangle,-2,7,1,0,0,4,6,0,0.001,-2,7,1,0,0,0,77,77,135,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,3,44,66,1,0,0,response1disk,6,79,-3,10,1,0,0,rectangle,-3,10,1,0,0,4,6,0,0.002,-3,10,1,0,0,0,78,78,95,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.168,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,74,1,0,0,response1disk,5,80,4,-7,1,0,0,rectangle,4,-7,1,0,0,4,4,0,0.001,4,-7,1,0,0,0,79,79,82,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,0,5.138,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-30,93,1,0,0,response7disk,5,81,-8,7,1,0,0,rectangle,-8,7,1,0,0,4,5,0,0.002,-8,7,1,0,0,0,80,80,116,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,5,1.135,,,,,,,,,,,,,,,,,,,,,,,,,,,8,91,-51,1,0,0,response3disk,7,82,-31,5,1,0,0,rectangle,-31,5,1,0,0,4,6,0,0.002,-31,5,1,0,0,0,81,81,86,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,7,1.051,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,77,1,0,0,response1disk,2,83,3,-6,1,0,0,rectangle,-120,-45,1,0,0,4,2,1,1.735,-9,-1,1,0,0,0,82,82,55,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.384,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,-67,1,0,0,response3disk,1,84,12,17,1,0,0,rectangle,12,17,1,0,0,4,4,0,0.002,12,17,1,0,0,0,83,83,9,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,6,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,8,100,57,1,0,0,response1disk,1,85,20,2,1,0,0,rectangle,20,2,1,0,0,4,6,0,0.002,20,2,1,0,0,0,84,84,20,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,9,77,-55,1,0,0,response3disk,1,86,1,10,1,0,0,rectangle,1,10,1,0,0,4,0,0,0.001,1,10,1,0,0,0,85,85,74,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,6,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,4,82,49,1,0,0,response1disk,2,87,-15,-1,1,0,0,rectangle,-15,-1,1,0,0,4,4,0,0.003,-15,-1,1,0,0,0,86,86,108,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,4,2.336,,,,,,,,,,,,,,,,,,,,,,,,,,,8,55,-124,1,0,0,response3disk,7,88,-33,-3,1,0,0,rectangle,-33,-3,1,0,0,4,3,0,0.001,-33,-3,1,0,0,0,87,87,23,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,5,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,5,70,-52,1,0,0,response3disk,7,89,-37,1,1,0,0,rectangle,-37,1,1,0,0,4,4,0,0.001,-37,1,1,0,0,0,88,88,7,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,5,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,,6,120,-54,1,0,0,response3disk,4,90,12,4,1,0,0,rectangle,12,4,1,0,0,4,0,0,0.002,12,4,1,0,0,0,89,89,56,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,0.684,,,,,,,,,,,,,,,,,,,,,,,,,,,2,112,-63,1,0,0,response3disk,5,91,19,9,1,0,0,rectangle,19,9,1,0,0,4,5,0,0.002,19,9,1,0,0,0,90,90,147,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,3,1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-48,-93,1,0,0,response5disk,3,92,-8,7,1,0,0,rectangle,-8,7,1,0,0,4,0,0,0.002,-8,7,1,0,0,0,91,91,77,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,6,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,8,98,62,1,0,0,response1disk,2,93,17,17,1,0,0,rectangle,17,17,1,0,0,4,1,0,0.001,17,17,1,0,0,0,92,92,22,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,0,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-80,95,1,0,0,response7disk,2,94,-6,-2,1,0,0,rectangle,-6,-2,1,0,0,4,6,0,0.002,-6,-2,1,0,0,0,93,93,14,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.122,,,,,,,,,,,,,,,,,,,,,,,,,,,6,72,-60,1,0,0,response3disk,3,95,-13,9,1,0,0,rectangle,-13,9,1,0,0,4,6,0,0.001,-13,9,1,0,0,0,94,94,26,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,4,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,4,63,-120,1,0,0,response3disk,6,96,-35,17,1,0,0,rectangle,-35,17,1,0,0,4,6,0,0.001,-35,17,1,0,0,0,95,95,122,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,0.769,,,,,,,,,,,,,,,,,,,,,,,,,,,8,54,102,1,0,0,response1disk,1,97,-6,-7,1,0,0,rectangle,-6,-7,1,0,0,4,2,0,0.001,-6,-7,1,0,0,0,96,96,57,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,7,1.151,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52,84,1,0,0,response1disk,9,98,17,-1,1,0,0,rectangle,17,-1,1,0,0,4,5,0,0.002,17,-1,1,0,0,0,97,97,79,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,4,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,9,68,-119,1,0,0,response3disk,8,99,0,3,1,0,0,rectangle,0,3,1,0,0,4,7,0,0.001,0,3,1,0,0,0,98,98,67,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2,85,-57,1,0,0,response3disk,4,100,-26,-2,1,0,0,rectangle,-26,-2,1,0,0,4,2,0,0.002,-26,-2,1,0,0,0,99,99,127,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,5,2.719,,,,,,,,,,,,,,,,,,,,,,,,,,,7,119,-45,1,0,0,response3disk,5,101,1,-4,1,0,0,rectangle,1,-4,1,0,0,4,5,0,0.002,1,-4,1,0,0,0,100,100,156,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f2f8728399baf000a40578e,5ff3d9aa509c7e23abe71e0e,2021-01-04_21h15.12.270,Colour_Similarity_Experiment_v2,2020.1.2,Win32,60,5ff3d7c2197628a3dea6b49f,,,,,,,,,,,,,,,,,,,,PF,,,,,,,,5,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,6,87,-42,1,0,0,response3disk,8,102,1,-7,1,0,0,rectangle,1,-7,1,0,0,4,5,0,0.001,1,-7,1,0,0,0,101,101,64,1,,,,,,,,,,,,,,,,,,,,,
